,Close
2020-07-27,3514.3714403895
2020-07-28,3506.557749431056
2020-07-29,3504.979123754934
2020-07-30,3510.345706162014
2020-07-31,3508.3969591200553
2020-08-03,3511.9830879502424
2020-08-04,3511.414302274436
2020-08-05,3513.4183172697262
2020-08-06,3508.0635901748306
2020-08-07,3508.873367277183
2020-08-10,3494.3014172768617
2020-08-11,3493.7506663402346
2020-08-12,3485.982029975841
2020-08-13,3492.395732412758
2020-08-14,3496.6664990307636
2020-08-17,3499.3835837947763
2020-08-18,3507.372344784756
2020-08-19,3503.011492034814
2020-08-20,3512.132037878575
2020-08-21,3517.1767255540594
2020-08-24,3516.3776789721474
2020-08-25,3522.439509562245
2020-08-26,3517.2917718543695
2020-08-27,3513.552930900914
2020-08-28,3510.8937121388976
2020-08-31,3508.63255345276
2020-09-01,3503.7334950931418
2020-09-02,3510.232640282801
2020-09-03,3509.3220981351346
2020-09-04,3511.4683528311016
2020-09-07,3509.000325853216
2020-09-08,3500.281039204656
2020-09-09,3502.0150558507958
2020-09-10,3492.837510827879
2020-09-11,3492.8780704516344
2020-09-14,3486.4202251116535
2020-09-15,3496.74033496199
2020-09-16,3501.680878427046
2020-09-17,3502.593377237586
2020-09-18,3509.2956404800425
2020-09-21,3505.4477904468963
2020-09-22,3508.5489171944296
2020-09-23,3509.9316992172057
2020-09-24,3511.635529478057
2020-09-25,3518.3810268327734
2020-09-28,3522.427217200855
2020-09-29,3524.2545653691623
2020-09-30,3516.363858042204
2020-10-01,3511.9473564199893
2020-10-02,3511.717541606193
2020-10-05,3512.568133331759
2020-10-06,3507.3008445625724
2020-10-07,3519.742957794647
2020-10-08,3527.708657925097
2020-10-09,3531.102979381242
2020-10-12,3531.8468935418437
2020-10-13,3531.169578546521
2020-10-14,3526.793716100592
2020-10-15,3527.5648485473694
2020-10-16,3529.2373411022654
2020-10-19,3523.41226807904
2020-10-20,3525.466880019447
2020-10-21,3525.0743146295063
2020-10-22,3515.919006694302
2020-10-23,3512.000811494587
2020-10-26,3510.3165136816615
2020-10-27,3520.138681822545
2020-10-28,3523.3051772993963
2020-10-29,3517.01149930808
2020-10-30,3519.825410609351
2020-11-02,3512.4726205188413
2020-11-03,3518.2698056424592
2020-11-04,3516.2979122375527
2020-11-05,3516.2134611480396
2020-11-06,3523.2261742399332
2020-11-09,3517.1740862511942
2020-11-10,3510.572225179812
2020-11-11,3508.037958402265
2020-11-12,3513.6135825115443
2020-11-13,3506.4005819883423
2020-11-16,3492.6235338519723
2020-11-17,3490.75146941411
2020-11-18,3493.8939032678472
2020-11-19,3500.278941870724
2020-11-20,3498.3468649144797
2020-11-23,3496.6734617330826
2020-11-24,3502.8266952585436
2020-11-25,3493.8617166142494
2020-11-26,3492.3028425925168
2020-11-27,3493.638691896325
2020-11-30,3496.2685153569328
2020-12-01,3494.103211745161
2020-12-02,3494.6591466578725
2020-12-03,3482.6012397449904
2020-12-04,3479.693727537504
2020-12-07,3482.345000954459
2020-12-08,3477.8172606373682
2020-12-09,3478.4959115994984
2020-12-10,3481.114003957695
2020-12-11,3479.7849878075885
2020-12-14,3481.021036516754
2020-12-15,3476.5911035445138
2020-12-16,3475.9417770002165
2020-12-17,3479.376587702345
2020-12-18,3480.54518236137
2020-12-21,3477.9962558677325
2020-12-22,3479.5010677433697
2020-12-23,3483.457846550735
2020-12-24,3473.5918700120305
2020-12-25,3479.7709701909926
2020-12-28,3478.47342635177
2020-12-29,3480.9846058721537
2020-12-30,3487.3545703445625
2020-12-31,3480.8799317125927
2021-01-01,3477.7164565546377
2021-01-04,3476.657442929442
2021-01-05,3473.1224051780023
2021-01-06,3482.180817911369
2021-01-07,3478.2806872964175
2021-01-08,3475.886683253166
2021-01-11,3477.292358265364
2021-01-12,3471.665340489166
2021-01-13,3470.070666784567
2021-01-14,3472.041662945001
2021-01-15,3470.761090777271
2021-01-18,3470.6778863369536
2021-01-19,3468.4149556288944
2021-01-20,3461.2263339371734
2021-01-21,3463.2180298480525
2021-01-22,3472.376425060471
2021-01-25,3472.852163068571
2021-01-26,3474.3622135089913
2021-01-27,3478.2095571387586
2021-01-28,3472.2466345102075
2021-01-29,3481.142937655038
2021-02-01,3482.5383114913348
2021-02-02,3491.081325840963
2021-02-03,3487.7998907175256
2021-02-04,3497.273930184497
2021-02-05,3501.5334375088537
2021-02-08,3504.6823677922985
2021-02-09,3506.236219918247
2021-02-10,3505.377306682057
2021-02-11,3511.763694828609
2021-02-12,3512.8492240320325
2021-02-15,3503.397605368279
2021-02-16,3498.195402913927
2021-02-17,3497.6499040071453
2021-02-18,3499.5836287771563
2021-02-19,3499.6844161868394
2021-02-22,3506.16299998999
2021-02-23,3496.7912205239795
2021-02-24,3497.892890060688
2021-02-25,3489.186723787935
2021-02-26,3493.3690151195387
2021-03-01,3493.280451401511
2021-03-02,3495.7622311158143
2021-03-03,3491.8265461670485
2021-03-04,3498.6076006795197
2021-03-05,3504.1999538539967
2021-03-08,3507.5014052232386
2021-03-09,3507.2375488431044
2021-03-10,3510.5205651237625
2021-03-11,3507.3698321380084
2021-03-12,3512.0313402872944
2021-03-15,3520.662474613097
2021-03-16,3526.3992572671755
2021-03-17,3523.134974772321
2021-03-18,3525.3257912128693
2021-03-19,3519.2438133482588
2021-03-22,3522.48949475832
2021-03-23,3525.126241676815
2021-03-24,3516.160889833337
2021-03-25,3510.7357004679575
2021-03-26,3509.703735838422
2021-03-29,3508.5831669569
2021-03-30,3502.9195121339885
2021-03-31,3505.248135634932
2021-04-01,3506.889233533818
2021-04-02,3506.3016177281074
2021-04-05,3502.9063900814986
2021-04-06,3508.5336555677636
2021-04-07,3517.194420987388
2021-04-08,3515.160343422338
2021-04-09,3512.4832386907465
2021-04-12,3515.323006871989
2021-04-13,3513.9165898274373
2021-04-14,3513.6033336783034
2021-04-15,3517.685329291109
2021-04-16,3508.5222787077555
2021-04-19,3515.497520186201
2021-04-20,3516.244652662031
2021-04-21,3514.570916793403
2021-04-22,3514.508475876478
2021-04-23,3514.7043525057634
2021-04-26,3506.4320758427216
2021-04-27,3514.2904968341704
2021-04-28,3514.880854849706
2021-04-29,3517.479595356125
2021-04-30,3522.6210740631786
2021-05-03,3517.8989916295595
2021-05-04,3520.650080978918
2021-05-05,3519.695605378607
2021-05-06,3524.3131891088724
2021-05-07,3514.0607818612975
2021-05-10,3513.9490402142737
2021-05-11,3511.318666789536
2021-05-12,3513.86371139689
2021-05-13,3516.5976621879136
2021-05-14,3513.443262567986
2021-05-17,3510.2661231012885
2021-05-18,3510.0965261126844
2021-05-19,3505.997044830291
2021-05-20,3510.5906931617346
2021-05-21,3509.12838701368
2021-05-24,3494.977175771254
2021-05-25,3493.486795342328
2021-05-26,3488.6778060922907
2021-05-27,3480.9051568691684
2021-05-28,3475.1017535322385
2021-05-31,3476.032525745586
2021-06-01,3483.05945974101
2021-06-02,3485.009111964517
2021-06-03,3482.360324877621
2021-06-04,3485.0235757076575
2021-06-07,3483.1118540107454
2021-06-08,3480.022582019112
2021-06-09,3474.63449853213
2021-06-10,3466.2590843525536
2021-06-11,3464.6931956739395
2021-06-14,3465.867192977723
2021-06-15,3465.767804481831
2021-06-16,3464.0716996962765
2021-06-17,3459.726699246976
2021-06-18,3463.1516600595833
2021-06-21,3456.9497303140324
2021-06-22,3461.2135997374326
2021-06-23,3456.586244496982
2021-06-24,3453.2077981643993
2021-06-25,3446.2576020655033
2021-06-28,3444.1343211852577
2021-06-29,3449.394613331831
2021-06-30,3452.356483628233
2021-07-01,3457.632324042556
2021-07-02,3460.626766626408
2021-07-05,3455.492147337939
2021-07-06,3454.221931070484
2021-07-07,3450.704665279079
2021-07-08,3457.741269653457
2021-07-09,3452.1410562755077
2021-07-12,3456.9932745766364
2021-07-13,3461.841773781363
2021-07-14,3471.373604644126
2021-07-15,3469.7089015351607
2021-07-16,3473.6542421872446
2021-07-19,3485.4462312241217
2021-07-20,3482.7417526936356
2021-07-21,3475.4502813101562
2021-07-22,3466.4339609948006
2021-07-23,3470.3812509932895
2021-07-26,3461.349229807179
2021-07-27,3459.871364396672
2021-07-28,3462.4416601860503
2021-07-29,3463.751267724382
2021-07-30,3466.2622218994857
2021-08-02,3467.7574010326725
2021-08-03,3474.5354599534226
2021-08-04,3470.157607903911
2021-08-05,3467.1563620658007
2021-08-06,3463.6767946936293
2021-08-09,3468.211483607125
2021-08-10,3473.097206403283
2021-08-11,3475.7370628540584
2021-08-12,3482.0382610426905
2021-08-13,3476.531786559991
2021-08-16,3485.2516369719297
2021-08-17,3493.2515599346734
2021-08-18,3497.3133997750847
2021-08-19,3506.6061241731227
2021-08-20,3498.7067379889168
2021-08-23,3496.468227161786
2021-08-24,3493.1754397125587
2021-08-25,3497.166566185528
2021-08-26,3492.2995923417006
2021-08-27,3496.4707979425702
2021-08-30,3503.7072085167365
2021-08-31,3507.5669528713393
2021-09-01,3509.3694378438295
2021-09-02,3504.8138009935083
2021-09-03,3500.9632760170643
2021-09-06,3507.59510039773
2021-09-07,3511.875575271439
2021-09-08,3512.0642075287346
2021-09-09,3510.3583896540877
2021-09-10,3500.6130801427134
2021-09-13,3495.6425479034738
2021-09-14,3505.5833731933553
2021-09-15,3499.5648251925254
2021-09-16,3500.8959541528134
2021-09-17,3506.316903872972
2021-09-20,3500.4260203871436
2021-09-21,3501.7333026152314
2021-09-22,3506.8066101569675
2021-09-23,3507.252836620686
2021-09-24,3521.9785817532024
2021-09-27,3514.0193153129944
2021-09-28,3519.6966878165963
2021-09-29,3519.2164089837966
2021-09-30,3523.459739612163
2021-10-01,3526.0500052248417
2021-10-04,3522.7679540934746
2021-10-05,3524.296665909954
2021-10-06,3515.3908885071446
2021-10-07,3518.790855864185
2021-10-08,3520.66537804832
2021-10-11,3524.242408745718
2021-10-12,3529.9167302253363
2021-10-13,3532.1385592805677
2021-10-14,3533.2627362337416
2021-10-15,3529.241124404618
2021-10-18,3526.063750440555
2021-10-19,3532.3811533956246
2021-10-20,3539.946560278337
2021-10-21,3539.1397379509594
2021-10-22,3539.7534815414083
2021-10-25,3535.6141395206223
2021-10-26,3541.8616536011423
2021-10-27,3545.572467573784
2021-10-28,3555.662284610285
2021-10-29,3551.654399078569
2021-11-01,3550.148089437661
2021-11-02,3551.6890489044713
2021-11-03,3555.3052264472826
2021-11-04,3554.610618113727
2021-11-05,3550.6295425156413
2021-11-08,3555.420310014442
2021-11-09,3559.409716681352
2021-11-10,3555.212076032716
2021-11-11,3562.373019892427
2021-11-12,3568.607743292592
2021-11-15,3569.662955633014
2021-11-16,3570.4446747990764
2021-11-17,3573.598693508839
2021-11-18,3569.6739080117404
2021-11-19,3570.2077952617433
2021-11-22,3559.82960739288
2021-11-23,3564.5956154745772
2021-11-24,3557.1718792165507
2021-11-25,3565.0727082128783
2021-11-26,3563.8058375972287
2021-11-29,3563.1312325417553
2021-11-30,3560.376292865516
2021-12-01,3559.319828350088
2021-12-02,3566.7962149300106
2021-12-03,3554.740901501518
2021-12-06,3561.509458286142
2021-12-07,3563.583305545833
2021-12-08,3557.931927160729
2021-12-09,3552.939095049666
2021-12-10,3561.7047900398898
2021-12-13,3557.360985494359
2021-12-14,3551.9779627955613
2021-12-15,3558.0482653615677
2021-12-16,3560.12475959718
2021-12-17,3555.818861568681
2021-12-20,3557.285716299886
2021-12-21,3552.5406827358674
2021-12-22,3558.428519582163
2021-12-23,3564.1191042607115
2021-12-24,3567.162865109004
2021-12-27,3569.3549002694217
2021-12-28,3578.544570747941
2021-12-29,3578.926732239065
2021-12-30,3573.401091466144
2021-12-31,3576.032190884488
2022-01-03,3586.846155986356
2022-01-04,3582.1560883746097
2022-01-05,3580.7325043953224
2022-01-06,3583.1984644400122
2022-01-07,3583.312670049166
2022-01-10,3578.7848820014624
2022-01-11,3584.7779011367975
2022-01-12,3596.7618346010663
2022-01-13,3598.126221750368
2022-01-14,3593.989610155871
2022-01-17,3586.6285373847863
2022-01-18,3588.3021471450747
2022-01-19,3594.2052637158386
2022-01-20,3596.964832302498
2022-01-21,3597.336542952087
2022-01-24,3594.773914547323
2022-01-25,3589.696826237915
2022-01-26,3594.254312723722
2022-01-27,3599.206900684833
2022-01-28,3591.8619816055616
2022-01-31,3600.1949063506477
2022-02-01,3603.4489923093
2022-02-02,3610.8306953892125
2022-02-03,3604.5037865009695
2022-02-04,3598.0583955780744
2022-02-07,3597.6972788834205
2022-02-08,3600.594930872079
2022-02-09,3609.960464840897
2022-02-10,3613.874589264155
2022-02-11,3613.0449127342777
2022-02-14,3608.296796550131
2022-02-15,3614.8305292679092
2022-02-16,3610.3907319933382
2022-02-17,3618.9168046213827
2022-02-18,3617.8786112275325
2022-02-21,3626.215251444805
2022-02-22,3629.9936377492836
2022-02-23,3629.692390156254
2022-02-24,3627.479138151306
2022-02-25,3626.1583286187583
2022-02-28,3628.6836419348174
2022-03-01,3629.4531542700884
2022-03-02,3626.8678270839273
2022-03-03,3626.423399886522
2022-03-04,3627.2000148893007
2022-03-07,3616.9400742714092
2022-03-08,3619.614644699535
2022-03-09,3615.0997684301337
2022-03-10,3609.716836268288
2022-03-11,3601.663844386917
2022-03-14,3593.07811175176
2022-03-15,3586.684604090381
2022-03-16,3583.5232291564116
2022-03-17,3593.673254698227
2022-03-18,3591.4275861729334
2022-03-21,3592.700066558456
2022-03-22,3595.086203345171
2022-03-23,3596.125259130433
2022-03-24,3596.121771680985
2022-03-25,3590.5290327171715
2022-03-28,3598.1674003127505
2022-03-29,3607.5871133851224
2022-03-30,3599.557549768692
2022-03-31,3594.8211366684423
2022-04-01,3593.8058148107402
2022-04-04,3589.3668556903717
2022-04-05,3592.280413311834
2022-04-06,3589.0227821539834
2022-04-07,3600.2317923471987
2022-04-08,3606.5682651731
2022-04-11,3608.0148651804434
2022-04-12,3613.5335263512247
2022-04-13,3619.4467583271935
2022-04-14,3617.0107507410853
2022-04-15,3613.3133943725584
2022-04-18,3614.087839541589
2022-04-19,3618.7797500182614
2022-04-20,3619.8587818657115
2022-04-21,3612.357529308939
2022-04-22,3608.7271369433674
2022-04-25,3608.741002479578
2022-04-26,3608.7464043121317
2022-04-27,3618.9928450502634
2022-04-28,3612.446635192451
2022-04-29,3615.3583112558126
2022-05-02,3623.1876066516375
2022-05-03,3634.928585232934
2022-05-04,3633.2903279711963
2022-05-05,3636.13120508898
2022-05-06,3639.363736729156
2022-05-09,3640.724875241105
2022-05-10,3640.6143790890915
2022-05-11,3643.177985890774
2022-05-12,3630.900485318858
2022-05-13,3634.6945626233546
2022-05-16,3635.709181995847
2022-05-17,3634.980537366138
2022-05-18,3645.5985781989184
2022-05-19,3642.6076379591486
2022-05-20,3640.975987868006
2022-05-23,3651.3174842332123
2022-05-24,3647.5409075631455
2022-05-25,3645.174061002646
2022-05-26,3644.822663739674
2022-05-27,3649.410066004504
2022-05-30,3650.8328083954534
2022-05-31,3644.753411513875
2022-06-01,3642.4762985524217
2022-06-02,3639.8232562405433
2022-06-03,3639.8208808686104
2022-06-06,3642.3338290159422
2022-06-07,3644.808587649565
2022-06-08,3636.3122587335056
2022-06-09,3642.0156935254927
2022-06-10,3643.662267609658
2022-06-13,3650.9686577018106
2022-06-14,3653.5733791924467
2022-06-15,3659.463723835308
2022-06-16,3662.180180246741
2022-06-17,3669.295038881938
2022-06-20,3672.2900219162093
2022-06-21,3672.1841755381774
2022-06-22,3683.930078994594
2022-06-23,3688.758994460177
2022-06-24,3692.0114464193816
2022-06-27,3686.0136541908723
2022-06-28,3679.955845957737
2022-06-29,3681.8031532226296
2022-06-30,3682.914489065653
2022-07-01,3680.2276060947943
2022-07-04,3681.316249447037
2022-07-05,3689.6431139414376
2022-07-06,3693.503856168372
2022-07-07,3688.1825434737907
2022-07-08,3688.0087291922587
2022-07-11,3684.3676266421785
2022-07-12,3682.8128569143187
2022-07-13,3681.128508440353
2022-07-14,3679.1240103815153
2022-07-15,3673.232063375831
2022-07-18,3672.977519822423
2022-07-19,3670.558211492369
2022-07-20,3656.29469789654
2022-07-21,3666.943287873231
2022-07-22,3672.770865998497
2022-07-25,3671.2730922280552
2022-07-26,3671.7509173309404
2022-07-27,3666.2763754485354
2022-07-28,3675.138719691772
2022-07-29,3685.008893019821
2022-08-01,3686.176091515236
2022-08-02,3691.6774745903454
2022-08-03,3692.9376383391973
2022-08-04,3686.637740999001
2022-08-05,3684.962354008365
2022-08-08,3686.005723696407
2022-08-09,3684.116714956873
2022-08-10,3683.4071784238804
2022-08-11,3683.3339104905176
2022-08-12,3683.3132478553725
2022-08-15,3683.9582701620425
2022-08-16,3679.0389746842425
2022-08-17,3675.8376237927855
2022-08-18,3669.7984323184683
2022-08-19,3675.0712399210815
2022-08-22,3664.9267350660625
2022-08-23,3671.0784166368303
2022-08-24,3678.393893477327
2022-08-25,3677.2667203965966
2022-08-26,3664.6347648116425
2022-08-29,3663.211941855989
2022-08-30,3663.2747509037276
2022-08-31,3658.6054896582655
2022-09-01,3656.413127543407
2022-09-02,3664.4478333919064
2022-09-05,3668.156199057598
2022-09-06,3663.91710833989
2022-09-07,3656.3128423460953
2022-09-08,3655.0614856122293
2022-09-09,3654.3779315696597
2022-09-12,3657.242657360659
2022-09-13,3654.949803652003
2022-09-14,3657.8910313829956
2022-09-15,3667.950531437479
2022-09-16,3672.411766403883
2022-09-19,3672.5550537214117
2022-09-20,3672.023031220328
2022-09-21,3670.6233954036115
2022-09-22,3676.910329820055
2022-09-23,3674.157492444481
2022-09-26,3674.767335843663
2022-09-27,3675.4070552072517
2022-09-28,3673.2818640973765
2022-09-29,3666.8032662121386
2022-09-30,3668.8018685844095
2022-10-03,3668.8805785793156
2022-10-04,3671.765510780681
2022-10-05,3669.4812391026676
2022-10-06,3675.9690754509156
2022-10-07,3671.968936399039
2022-10-10,3680.912867673311
2022-10-11,3672.5584149783526
2022-10-12,3675.1159951553195
2022-10-13,3677.8768784221356
2022-10-14,3674.2828229366137
2022-10-17,3676.788522480101
2022-10-18,3683.5698456830846
2022-10-19,3672.869481340497
2022-10-20,3675.766935232134
2022-10-21,3663.684310984666
2022-10-24,3659.239716821233
2022-10-25,3667.76927849992
2022-10-26,3665.2440981871428
2022-10-27,3659.75842821928
2022-10-28,3659.1524694285395
2022-10-31,3669.8757309735397
2022-11-01,3661.1010495916926
2022-11-02,3656.2282298876785
2022-11-03,3664.099118157759
2022-11-04,3673.77135972963
2022-11-07,3673.637933462362
2022-11-08,3667.826399803911
2022-11-09,3678.6893471671397
2022-11-10,3687.045288980068
2022-11-11,3690.8237537730624
2022-11-14,3687.1454718825576
2022-11-15,3687.28405503255
2022-11-16,3686.8659844815083
2022-11-17,3688.903970858769
2022-11-18,3696.5427079036085
2022-11-21,3701.3235229634784
2022-11-22,3696.320372432737
2022-11-23,3703.586584537017
2022-11-24,3705.535975091266
2022-11-25,3709.355033924743
2022-11-28,3717.0714680753185
2022-11-29,3711.8972966819333
2022-11-30,3712.1018986425843
2022-12-01,3709.8283557399704
2022-12-02,3702.372788467326
2022-12-05,3704.490068209533
2022-12-06,3717.431580821638
2022-12-07,3708.6149219532917
2022-12-08,3708.837248752227
2022-12-09,3712.4236932817835
2022-12-12,3713.4228141442472
2022-12-13,3713.240903735851
2022-12-14,3707.1285517728047
2022-12-15,3708.676215341688
2022-12-16,3705.276125310791
2022-12-19,3694.710246640081
2022-12-20,3701.0669375968323
2022-12-21,3706.2425965502252
2022-12-22,3706.884631288663
2022-12-23,3708.413734583875
2022-12-26,3714.169054501635
2022-12-27,3715.674482639708
2022-12-28,3720.578300267697
2022-12-29,3719.474619117511
2022-12-30,3726.4182676645632
2023-01-02,3728.405926148409
2023-01-03,3729.759915720621
2023-01-04,3723.7933401312434
2023-01-05,3725.611849256935
2023-01-06,3721.8358045236455
2023-01-09,3719.0281207451853
2023-01-10,3715.334972457788
2023-01-11,3710.387527652474
2023-01-12,3721.3951145217416
2023-01-13,3728.435539685866
2023-01-16,3738.42110705077
2023-01-17,3732.690361807175
2023-01-18,3733.4303604109123
2023-01-19,3727.346552139074
2023-01-20,3724.2518076072715
2023-01-23,3720.0449025443713
2023-01-24,3726.626552430762
2023-01-25,3725.0291338944357
2023-01-26,3730.754760417088
2023-01-27,3734.159094719214
2023-01-30,3746.0610183339204
2023-01-31,3739.047527072404
2023-02-01,3745.727423125521
2023-02-02,3751.843357331707
2023-02-03,3747.360192995755
2023-02-06,3752.7795895323034
2023-02-07,3754.8440442016167
2023-02-08,3754.0903927560325
2023-02-09,3750.3544451753555
2023-02-10,3747.142627772292
2023-02-13,3757.7754181054042
2023-02-14,3758.162562054374
2023-02-15,3762.4569419162144
2023-02-16,3758.8861748620593
2023-02-17,3755.3706399851335
2023-02-20,3761.1642938855657
2023-02-21,3754.800142681991
2023-02-22,3753.1078036966474
2023-02-23,3753.661670606191
2023-02-24,3754.6022634695737
2023-02-27,3754.090526898676
2023-02-28,3756.4533556583383
2023-03-01,3760.30136429161
2023-03-02,3764.3582818730893
2023-03-03,3759.8129926839324
2023-03-06,3758.7759470484716
2023-03-07,3765.1334912120387
2023-03-08,3769.990457004091
2023-03-09,3763.509889600868
2023-03-10,3765.651018956812
2023-03-13,3756.1436225641205
2023-03-14,3756.762026928605
2023-03-15,3766.6345918665174
2023-03-16,3762.2788581343552
2023-03-17,3758.49097276108
2023-03-20,3762.694851523127
2023-03-21,3755.364573801261
2023-03-22,3752.5845285060186
2023-03-23,3755.95046404811
2023-03-24,3753.162764663846
2023-03-27,3752.3666445819736
2023-03-28,3756.4713029877316
2023-03-29,3758.962763259597
2023-03-30,3760.6805850952564
2023-03-31,3759.368703553089
2023-04-03,3761.6027389836163
2023-04-04,3761.3678054373004
2023-04-05,3764.040563341112
2023-04-06,3761.9396330697045
2023-04-07,3761.4105180519896
2023-04-10,3756.8444589434125
2023-04-11,3757.053150747564
2023-04-12,3753.381876283602
2023-04-13,3748.1953738869747
2023-04-14,3749.8724094804347
2023-04-17,3751.3198382139053
2023-04-18,3755.617936742831
2023-04-19,3753.8460387491377
2023-04-20,3756.270032837504
2023-04-21,3759.4077505530554
2023-04-24,3762.015349446396
2023-04-25,3758.2708108865677
2023-04-26,3759.4013581521067
2023-04-27,3761.6057894865626
2023-04-28,3762.025411675285
2023-05-01,3751.9767532376122
2023-05-02,3753.162931211662
2023-05-03,3764.6093162628313
2023-05-04,3763.1928497732288
2023-05-05,3759.936194138135
2023-05-08,3762.1866667908744
2023-05-09,3764.13228769739
2023-05-10,3770.4796933786547
2023-05-11,3764.5740824532927
2023-05-12,3768.6147135703504
2023-05-15,3771.950553730791
2023-05-16,3771.6235509002704
2023-05-17,3773.7007173440616
2023-05-18,3779.231734606236
2023-05-19,3783.9770413605606
2023-05-22,3778.645674654375
2023-05-23,3783.130195442335
2023-05-24,3783.190482271355
2023-05-25,3783.9385826156154
2023-05-26,3784.6882974248065
2023-05-29,3784.3208123349978
2023-05-30,3790.663079674716
2023-05-31,3790.6282197296523
2023-06-01,3785.4142189419194
2023-06-02,3783.830299516253
2023-06-05,3785.107502954488
2023-06-06,3791.637306730156
2023-06-07,3795.036510009083
2023-06-08,3791.1675634695303
2023-06-09,3803.9772429071077
2023-06-12,3805.6848493161797
2023-06-13,3812.445532860358
2023-06-14,3812.0706905466545
2023-06-15,3815.121216624364
2023-06-16,3819.7022890011385
2023-06-19,3826.1769924140926
2023-06-20,3831.8475637951665
2023-06-21,3836.592278649714
2023-06-22,3835.4005748479262
2023-06-23,3832.925574492329
2023-06-26,3834.9723418981325
2023-06-27,3840.0217121140204
2023-06-28,3839.29183846432
2023-06-29,3845.0014281470744
2023-06-30,3852.648241728688
2023-07-03,3848.4503669875035
2023-07-04,3844.6494933227045
2023-07-05,3844.3313478823607
2023-07-06,3846.2531410774895
2023-07-07,3844.014035862837
2023-07-10,3851.158779111355
2023-07-11,3853.66284327313
2023-07-12,3854.2438083685165
2023-07-13,3847.4479906033566
2023-07-14,3841.2526413754017
2023-07-17,3843.041417480993
2023-07-18,3832.7621692044017
2023-07-19,3838.209086106805
2023-07-20,3837.8020467391257
2023-07-21,3854.401241441282
2023-07-24,3866.324552548545
2023-07-25,3865.8010370564907
2023-07-26,3865.6530818980164
2023-07-27,3871.014719322209
2023-07-28,3879.914312225982
2023-07-31,3872.107896792985
2023-08-01,3863.559749320394
2023-08-02,3860.833305146805
2023-08-03,3864.1307229168565
2023-08-04,3866.998820723577
2023-08-07,3872.7314078526792
2023-08-08,3867.116650065035
2023-08-09,3855.9196606043733
2023-08-10,3860.593461435067
2023-08-11,3856.8362099244237
2023-08-14,3847.127500456663
2023-08-15,3848.2365490406423
2023-08-16,3852.5861573359184
2023-08-17,3852.3596015294947
2023-08-18,3850.454089452765
2023-08-21,3850.0410081462182
2023-08-22,3848.5718241883965
2023-08-23,3842.215318482879
2023-08-24,3839.0256449521094
2023-08-25,3842.0157743313607
2023-08-28,3844.007896892426
2023-08-29,3845.231925776443
2023-08-30,3840.6399132213587
2023-08-31,3840.116127264863
2023-09-01,3829.614531886831
2023-09-04,3830.890645060441
2023-09-05,3838.4186634536914
2023-09-06,3831.4317326476635
2023-09-07,3828.8858241352573
2023-09-08,3830.915087882991
2023-09-11,3837.563030909311
2023-09-12,3835.705637681993
2023-09-13,3832.628115889846
2023-09-14,3823.167230031948
2023-09-15,3824.0681505326716
2023-09-18,3834.6622605875727
2023-09-19,3836.4327827515785
2023-09-20,3836.7051177098424
2023-09-21,3838.6992591178605
2023-09-22,3839.0275289523
2023-09-25,3835.346186945182
2023-09-26,3839.846316377753
2023-09-27,3841.3588538474946
2023-09-28,3841.8306499613454
2023-09-29,3837.337549679137
2023-10-02,3844.238819192993
2023-10-03,3847.9460627738413
2023-10-04,3845.5651884411877
2023-10-05,3850.95804256378
2023-10-06,3848.8539182260365
